Покупательская активность,Тип сервиса,Разрешить сообщать,Маркет_актив_6_мес,Длительность,Акционные_покупки,Популярная_категория,Средний_просмотр_категорий_за_визит,Выручка_от_клиента_текущий_месяц,Разность_выручки_тек_прошлый_месяц,Ошибка_сервиса,Страниц_за_визит,Всего_минут_текущем_месяце,Всего_минут_предыдущий_месяц
Прежний уровень,стандарт,да,5,600,0.15,Товары для детей,4,5110,105,1,11,20,16
Прежний уровень,стандарт,да,6,732,0.11,Косметика и аксесуары,5,5392,186,4,9,20,11
Прежний уровень,стандарт,да,4,783,0.14,Техника для красоты и здоровья,6,4940,219,2,11,15,21
Прежний уровень,премиум,да,5,406,0.25,Кухонная посуда,5,5511,136,6,12,21,17
Прежний уровень,стандарт,да,5,987,0.12,Техника для красоты и здоровья,3,5177,-624,3,7,15,9
Прежний уровень,премиум,да,4,1025,0.2,Домашний текстиль,4,5323,-104,8,8,11,15
Прежний уровень,премиум,да,4,967,0.28,Мелкая бытовая техника и электроника,4,4417,-779,5,15,22,15
Прежний уровень,стандарт,да,5,718,0.21,Мелкая бытовая техника и электроника,6,4489,-148,4,6,13,15
Прежний уровень,премиум,да,4,1004,0.17,Техника для красоты и здоровья,4,4504,-794,5,5,21,14
Прежний уровень,премиум,да,4,1009,0.3,Товары для детей,3,4519,-50,5,11,15,18
Прежний уровень,стандарт,да,5,622,0.24,Товары для детей,4,4711,-318,5,18,11,20
Прежний уровень,стандарт,нет,6,566,0.12,Мелкая бытовая техника и электроника,2,5400,-498,2,10,11,16
Прежний уровень,стандарт,да,4,747,0.14,Домашний текстиль,3,4881,-681,7,13,9,17
Прежний уровень,стандарт,да,4,503,0.94,Техника для красоты и здоровья,4,4788,196,1,11,21,9
Прежний уровень,стандарт,да,4,827,0.12,Техника для красоты и здоровья,4,5397,168,5,8,20,19
Прежний уровень,стандарт,нет,4,169,0.17,Товары для детей,5,4920,-737,3,6,18,16
Прежний уровень,стандарт,да,6,185,0.3,Кухонная посуда,4,5129,425,5,11,15,21
Прежний уровень,премиум,да,6,1030,0.13,Домашний текстиль,4,5083,-466,5,9,17,14
Прежний уровень,стандарт,нет,4,206,0.95,Товары для детей,4,4831,-300,6,12,17,12
Прежний уровень,стандарт,да,3,410,0.13,Домашний текстиль,6,4835,-189,8,11,16,15
Прежний уровень,премиум,да,6,629,0.94,Техника для красоты и здоровья,4,5113,216,6,9,16,14
Прежний уровень,стандарт,да,3,603,0.15,Мелкая бытовая техника и электроника,3,4850,41,3,9,14,14
Прежний уровень,премиум,да,4,324,0.23,Мелкая бытовая техника и электроника,3,5092,-576,5,4,14,15
Прежний уровень,стандарт,да,5,866,0.24,Мелкая бытовая техника и электроника,6,4703,408,4,12,14,14
Прежний уровень,стандарт,да,6,345,0.12,Техника для красоты и здоровья,5,5317,-41,3,9,12,7
Прежний уровень,премиум,да,4,784,0.23,Косметика и аксесуары,2,5614,277,6,6,20,13
Прежний уровень,премиум,да,4,493,0.13,Косметика и аксесуары,3,4427,-188,4,11,16,12
Прежний уровень,стандарт,да,3,245,0.3,Домашний текстиль,6,4384,-1000,2,7,15,14
Прежний уровень,стандарт,да,5,451,0.18,Товары для детей,5,4369,-515,5,8,12,13
Прежний уровень,стандарт,да,7,319,0.21,Техника для красоты и здоровья,5,5307,-478,3,11,20,11
Прежний уровень,стандарт,да,4,446,0.15,Мелкая бытовая техника и электроника,4,4683,236,5,5,14,19
Прежний уровень,премиум,да,4,958,0.14,Товары для детей,5,5475,266,5,10,18,12
Прежний уровень,стандарт,нет,3,346,0.94,Домашний текстиль,6,4409,-328,4,15,12,8
Прежний уровень,стандарт,нет,3,264,0.14,Косметика и аксесуары,4,5471,246,5,12,22,12
Прежний уровень,стандарт,да,4,371,0.14,Кухонная посуда,4,5638,479,3,14,18,16
Прежний уровень,стандарт,да,4,370,0.21,Товары для детей,2,4684,-449,4,12,19,16
Прежний уровень,стандарт,да,4,823,0.24,Техника для красоты и здоровья,2,4868,-252,2,10,8,18
Прежний уровень,премиум,да,5,888,0.13,Техника для красоты и здоровья,3,4821,-745,6,11,12,15
Прежний уровень,стандарт,нет,6,582,0.21,Косметика и аксесуары,5,4592,347,5,6,19,11
Прежний уровень,премиум,да,4,1048,0.21,Техника для красоты и здоровья,3,4553,152,6,14,17,15
Прежний уровень,стандарт,да,4,490,0.13,Товары для детей,6,4339,-257,5,14,15,17
Прежний уровень,премиум,нет,4,978,0.11,Кухонная посуда,2,5176,464,2,5,15,18
Прежний уровень,стандарт,да,6,602,0.17,Товары для детей,5,5267,-168,3,12,10,14
Прежний уровень,стандарт,да,4,551,0.21,Мелкая бытовая техника и электроника,4,4607,-155,4,10,13,17
Прежний уровень,стандарт,да,4,693,0.27,Кухонная посуда,3,4894,-99,5,4,16,18
Прежний уровень,стандарт,да,4,154,0.17,Кухонная посуда,5,4484,29,5,7,14,18
Прежний уровень,стандарт,да,5,202,0.11,Мелкая бытовая техника и электроника,3,5637,274,0,10,15,22
Прежний уровень,премиум,да,6,668,0.17,Домашний текстиль,6,5014,-97,4,14,11,10
Прежний уровень,стандарт,нет,5,1028,0.27,Техника для красоты и здоровья,2,4401,-367,6,8,14,13
Прежний уровень,стандарт,да,3,812,0.11,Косметика и аксесуары,4,5485,698,8,5,19,12
Прежний уровень,премиум,нет,4,452,0.25,Косметика и аксесуары,4,5047,316,4,10,16,12
Прежний уровень,премиум,да,4,992,0.24,Кухонная посуда,2,4532,-525,8,15,14,18
Прежний уровень,стандарт,нет,6,418,0.3,Товары для детей,5,4779,-86,3,13,12,14
Прежний уровень,стандарт,да,5,149,0.24,Товары для детей,5,5268,265,2,12,16,17
Прежний уровень,премиум,да,4,935,0.24,Товары для детей,4,4892,441,6,15,18,12
Прежний уровень,премиум,нет,4,668,0.13,Товары для детей,5,4527,325,2,9,16,19
Прежний уровень,стандарт,да,4,869,0.13,Кухонная посуда,5,4377,-461,8,16,15,19
Прежний уровень,стандарт,да,4,320,0.24,Мелкая бытовая техника и электроника,5,4645,53,3,8,9,10
Прежний уровень,премиум,да,4,1036,0.17,Товары для детей,4,4536,-383,2,4,16,11
Прежний уровень,стандарт,да,4,930,0.21,Техника для красоты и здоровья,5,4959,185,4,4,13,14
Прежний уровень,премиум,да,4,1041,0.94,Кухонная посуда,4,4941,-716,3,5,16,15
Прежний уровень,стандарт,нет,7,274,0.15,Домашний текстиль,5,4746,-241,4,9,14,22
Прежний уровень,стандарт,да,4,698,0.23,Домашний текстиль,6,4445,-60,1,11,9,13
Прежний уровень,стандарт,да,4,476,0.18,Товары для детей,4,5453,-37,5,8,11,19
Прежний уровень,стандарт,нет,5,334,0.17,Косметика и аксесуары,3,5337,34,4,9,15,13
Прежний уровень,премиум,да,5,150,0.14,Товары для детей,3,5077,-553,5,20,9,15
Прежний уровень,стандарт,нет,5,617,0.15,Товары для детей,3,4493,-597,6,7,18,21
Прежний уровень,стандарт,да,4,591,0.21,Кухонная посуда,3,4624,-469,7,4,18,15
Прежний уровень,стандарт,да,5,253,0.99,Косметика и аксесуары,2,4681,-186,7,10,15,15
Прежний уровень,стандарт,да,5,456,0.23,Товары для детей,4,5436,-419,4,6,12,19
Прежний уровень,стандарт,да,4,428,0.15,Товары для детей,5,4675,-50,6,7,11,17
Прежний уровень,стандарт,да,4,846,0.3,Домашний текстиль,3,4750,-754,4,9,13,15
Прежний уровень,премиум,нет,3,337,0.17,Кухонная посуда,3,5591,352,3,8,18,18
Прежний уровень,стандарт,нет,4,370,0.24,Техника для красоты и здоровья,5,5186,60,6,8,15,13
Прежний уровень,стандарт,да,4,327,0.19,Товары для детей,3,4935,-696,0,12,16,17
Прежний уровень,стандарт,да,5,608,0.24,Техника для красоты и здоровья,5,4598,-615,2,11,18,18
Прежний уровень,стандарт,нет,4,318,0.28,Домашний текстиль,5,4985,63,6,10,12,14
Прежний уровень,премиум,да,5,881,0.27,Кухонная посуда,3,4625,-487,1,6,13,9
Прежний уровень,стандарт,нет,5,685,0.99,Товары для детей,3,4978,-329,0,8,14,8
Прежний уровень,премиум,да,6,503,0.94,Товары для детей,6,4766,-861,4,9,14,17
Прежний уровень,стандарт,да,5,423,0.25,Товары для детей,5,4728,114,5,4,18,13
Прежний уровень,премиум,да,5,855,0.13,Кухонная посуда,4,5577,-89,1,7,21,13
Прежний уровень,премиум,да,6,925,0.13,Техника для красоты и здоровья,5,4897,-83,3,11,16,8
Прежний уровень,стандарт,да,5,462,0.13,Мелкая бытовая техника и электроника,5,5455,5,5,10,14,9
Прежний уровень,стандарт,нет,6,391,0.16,Товары для детей,5,5117,-813,7,12,16,19
Прежний уровень,премиум,нет,5,719,0.24,Домашний текстиль,2,5494,-53,5,7,13,19
Прежний уровень,стандарт,да,7,374,0.17,Домашний текстиль,4,4769,-196,8,14,9,17
Прежний уровень,стандарт,нет,4,677,0.25,Мелкая бытовая техника и электроника,3,4771,-677,5,9,12,10
Прежний уровень,премиум,да,5,347,0.16,Техника для красоты и здоровья,3,5475,423,3,11,21,18
Прежний уровень,стандарт,нет,6,471,0.94,Косметика и аксесуары,4,4798,65,4,8,10,16
Прежний уровень,стандарт,да,4,778,0.21,Техника для красоты и здоровья,3,5004,-485,4,7,16,12
Прежний уровень,стандарт,да,4,764,0.16,Косметика и аксесуары,4,4562,76,5,7,22,14
Прежний уровень,стандарт,нет,4,402,0.3,Техника для красоты и здоровья,4,4852,-224,7,6,6,15
Прежний уровень,стандарт,да,4,773,0.18,Домашний текстиль,4,4441,-527,0,12,10,14
Прежний уровень,стандарт,да,4,575,0.13,Мелкая бытовая техника и электроника,5,4610,-52,3,11,16,13
Прежний уровень,стандарт,да,5,512,0.95,Домашний текстиль,3,5059,-438,4,10,12,12
Прежний уровень,стандарт,да,4,466,0.2,Товары для детей,5,5336,119,3,11,12,12
Прежний уровень,стандарт,да,5,133,0.16,Косметика и аксесуары,5,4951,-255,3,11,12,12
Прежний уровень,стандарт,да,6,397,0.17,Домашний текстиль,3,5039,-493,2,12,8,18
Прежний уровень,премиум,да,4,866,0.17,Мелкая бытовая техника и электроника,3,4993,5,6,12,10,19
Прежний уровень,премиум,да,5,581,0.19,Косметика и аксесуары,4,5027,506,3,9,19,15
Прежний уровень,стандарт,нет,5,712,0.95,Мелкая бытовая техника и электроника,2,5219,-134,1,10,9,12
Прежний уровень,стандарт,да,5,994,0.13,Товары для детей,4,4742,-65,1,7,13,10
Прежний уровень,стандарт,нет,6,751,0.21,Косметика и аксесуары,2,4674,-589,4,3,15,15
Прежний уровень,стандарт,да,6,567,0.28,Товары для детей,3,4557,-130,2,8,14,20
Прежний уровень,стандарт,да,5,669,0.16,Товары для детей,4,5448,80,4,6,15,9
Прежний уровень,стандарт,да,4,714,0.95,Техника для красоты и здоровья,6,5039,55,3,9,16,14
Прежний уровень,премиум,да,4,410,0.2,Косметика и аксесуары,3,5348,197,5,14,13,17
Прежний уровень,стандарт,да,3,714,0.26,Товары для детей,4,5633,128,5,9,18,15
Прежний уровень,стандарт,да,4,624,0.18,Техника для красоты и здоровья,3,4703,-222,5,8,18,20
Прежний уровень,стандарт,да,4,244,0.15,Товары для детей,3,4786,-459,4,10,11,20
Прежний уровень,премиум,нет,5,508,0.14,Косметика и аксесуары,3,4679,-628,6,8,18,17
Прежний уровень,премиум,да,4,370,0.21,Косметика и аксесуары,3,4995,-206,1,15,7,13
Прежний уровень,премиум,да,3,488,0.13,Домашний текстиль,4,4565,-586,8,10,11,20
Прежний уровень,премиум,да,5,974,0.99,Техника для красоты и здоровья,3,5018,-18,0,14,16,15
Прежний уровень,стандарт,да,4,633,0.28,Техника для красоты и здоровья,3,5159,299,4,9,14,22
Прежний уровень,стандарт,да,6,396,0.27,Косметика и аксесуары,6,4595,208,2,10,14,18
Прежний уровень,стандарт,нет,4,250,0.17,Косметика и аксесуары,4,4561,154,7,7,9,12
Прежний уровень,стандарт,да,5,215,0.15,Домашний текстиль,4,4533,-545,5,8,14,17
Прежний уровень,премиум,нет,4,639,0.3,Косметика и аксесуары,6,4771,38,3,7,13,14
Прежний уровень,премиум,да,6,269,0.21,Товары для детей,3,5493,-113,1,17,8,10
Прежний уровень,стандарт,да,4,211,0.23,Косметика и аксесуары,3,5046,-269,5,6,14,11
Прежний уровень,стандарт,да,3,564,0.19,Косметика и аксесуары,3,5476,146,1,9,19,14
Прежний уровень,стандарт,да,4,465,0.2,Мелкая бытовая техника и электроника,6,4812,-272,5,6,17,16
Прежний уровень,премиум,да,4,1040,0.3,Косметика и аксесуары,2,5118,673,5,14,16,21
Прежний уровень,премиум,да,3,763,0.28,Домашний текстиль,3,4983,151,3,17,15,17
Прежний уровень,стандарт,да,4,951,0.3,Кухонная посуда,3,4727,-194,5,11,17,12
Прежний уровень,стандарт,нет,4,544,0.23,Техника для красоты и здоровья,5,4433,-800,4,10,9,10
Прежний уровень,премиум,да,6,918,0.3,Косметика и аксесуары,2,4925,-827,5,11,17,15
Прежний уровень,стандарт,да,4,927,0.24,Домашний текстиль,3,4422,-775,4,11,14,14
Прежний уровень,премиум,да,4,509,0.25,Мелкая бытовая техника и электроника,5,4473,-253,4,9,20,19
Прежний уровень,стандарт,да,3,864,0.14,Домашний текстиль,6,5086,-142,4,12,15,16
Прежний уровень,стандарт,нет,4,219,0.94,Мелкая бытовая техника и электроника,3,5177,199,6,4,16,15
Прежний уровень,стандарт,да,6,774,0.95,Косметика и аксесуары,5,5171,292,0,7,20,15
Прежний уровень,премиум,да,4,686,0.14,Техника для красоты и здоровья,4,4339,-563,2,10,19,20
Прежний уровень,премиум,да,6,894,0.99,Техника для красоты и здоровья,2,4659,-412,7,11,14,14
Прежний уровень,стандарт,нет,4,401,0.16,Техника для красоты и здоровья,2,4480,-516,3,17,13,14
Прежний уровень,стандарт,да,4,470,0.23,Кухонная посуда,3,4430,-874,4,9,14,13
Прежний уровень,стандарт,да,4,975,0.16,Товары для детей,3,4718,404,8,8,18,11
Прежний уровень,стандарт,да,4,449,0.23,Товары для детей,5,4513,50,4,13,16,19
Прежний уровень,премиум,да,6,1056,0.17,Домашний текстиль,2,5315,365,7,8,17,15
Прежний уровень,премиум,да,5,616,0.16,Техника для красоты и здоровья,3,5474,-113,2,11,22,16
Прежний уровень,премиум,нет,6,618,0.95,Техника для красоты и здоровья,5,4846,-413,4,13,22,17
Прежний уровень,стандарт,нет,4,638,0.13,Домашний текстиль,5,4726,-189,6,17,10,13
Прежний уровень,стандарт,да,6,360,0.28,Техника для красоты и здоровья,5,5144,-170,6,9,12,13
Прежний уровень,стандарт,нет,6,148,0.3,Косметика и аксесуары,3,5557,-34,8,3,11,18
Прежний уровень,стандарт,да,5,854,0.99,Техника для красоты и здоровья,2,4876,-110,4,6,22,14
Прежний уровень,стандарт,да,5,793,0.13,Домашний текстиль,5,4766,-63,3,12,14,13
Прежний уровень,стандарт,нет,5,610,0.16,Косметика и аксесуары,3,5155,166,3,19,16,14
Прежний уровень,стандарт,да,6,327,0.17,Кухонная посуда,4,4918,193,5,8,20,14
Прежний уровень,премиум,да,5,597,0.12,Домашний текстиль,2,5158,-533,4,16,9,17
Прежний уровень,премиум,да,4,1006,0.3,Мелкая бытовая техника и электроника,4,4648,507,7,10,14,21
Прежний уровень,стандарт,нет,4,282,0.14,Кухонная посуда,2,4821,-61,6,10,10,15
Прежний уровень,премиум,да,5,491,0.15,Домашний текстиль,2,5653,453,4,11,16,21
Прежний уровень,стандарт,да,4,356,0.28,Мелкая бытовая техника и электроника,4,4950,-424,8,6,14,16
Прежний уровень,стандарт,нет,6,341,0.16,Косметика и аксесуары,4,5394,109,2,10,11,13
Прежний уровень,стандарт,да,4,802,0.3,Кухонная посуда,2,4807,-407,6,9,16,16
Прежний уровень,стандарт,да,5,378,0.23,Техника для красоты и здоровья,5,5332,182,4,15,12,11
Прежний уровень,стандарт,да,6,624,0.26,Кухонная посуда,2,5143,74,7,8,13,19
Прежний уровень,стандарт,да,4,795,0.3,Товары для детей,6,4721,404,4,8,18,9
Прежний уровень,стандарт,нет,6,823,0.25,Товары для детей,3,4834,-107,6,15,20,16
Прежний уровень,стандарт,да,5,433,0.14,Товары для детей,4,4768,-509,4,9,5,20
Прежний уровень,стандарт,да,6,1022,0.91,Мелкая бытовая техника и электроника,3,5082,-307,3,11,6,13
Прежний уровень,стандарт,нет,4,184,0.99,Кухонная посуда,3,4745,-637,5,7,15,16
Прежний уровень,премиум,да,4,835,0.13,Домашний текстиль,3,4910,534,4,16,17,17
Прежний уровень,стандарт,да,5,387,0.12,Кухонная посуда,4,5442,97,6,7,17,15
Прежний уровень,стандарт,нет,5,567,0.17,Косметика и аксесуары,3,5154,-410,4,17,13,16
Прежний уровень,стандарт,нет,5,519,0.25,Косметика и аксесуары,3,4979,483,9,9,16,18
Прежний уровень,премиум,да,4,776,0.3,Товары для детей,3,5055,155,3,8,17,14
Прежний уровень,премиум,да,3,620,0.28,Товары для детей,3,5075,-23,7,8,20,17
Прежний уровень,стандарт,нет,4,514,0.95,Товары для детей,4,4352,-537,5,13,12,13
Прежний уровень,премиум,да,4,597,0.24,Товары для детей,3,4767,-261,4,15,16,17
Прежний уровень,стандарт,да,4,368,0.11,Домашний текстиль,6,4369,-198,6,10,14,13
Прежний уровень,премиум,да,5,568,0.28,Домашний текстиль,3,5641,187,5,14,17,19
Прежний уровень,премиум,да,4,1061,0.24,Домашний текстиль,5,4436,236,6,16,19,16
Прежний уровень,стандарт,да,4,779,0.25,Мелкая бытовая техника и электроника,3,4484,336,8,4,17,16
Прежний уровень,стандарт,нет,5,717,0.13,Кухонная посуда,2,5035,-488,5,9,10,15
Прежний уровень,стандарт,нет,3,414,0.94,Домашний текстиль,2,5124,-159,5,9,10,14
Прежний уровень,стандарт,нет,5,477,0.18,Товары для детей,4,5528,501,2,14,14,15
Прежний уровень,стандарт,да,4,651,0.12,Техника для красоты и здоровья,3,4940,-537,2,10,7,10
Прежний уровень,стандарт,да,4,1024,0.27,Косметика и аксесуары,3,4970,227,4,8,13,11
Прежний уровень,стандарт,да,6,345,0.15,Кухонная посуда,5,5142,649,2,7,19,12
Прежний уровень,стандарт,нет,3,514,0.27,Техника для красоты и здоровья,3,4861,116,5,6,20,14
Прежний уровень,стандарт,да,4,553,0.95,Домашний текстиль,5,4875,-134,5,15,19,20
Прежний уровень,премиум,да,6,636,0.14,Товары для детей,3,4857,-396,7,11,16,14
Прежний уровень,премиум,да,3,827,0.25,Домашний текстиль,4,4606,-333,4,14,13,13
Прежний уровень,стандарт,да,6,286,0.13,Мелкая бытовая техника и электроника,6,4400,-232,2,8,11,9
Прежний уровень,стандарт,да,4,201,0.23,Мелкая бытовая техника и электроника,5,5526,-44,5,18,4,13
Прежний уровень,премиум,нет,5,762,0.24,Товары для детей,5,5026,209,3,8,21,19
Прежний уровень,стандарт,да,4,748,0.95,Косметика и аксесуары,3,4615,-139,6,6,7,19
Прежний уровень,стандарт,нет,3,973,0.11,Товары для детей,4,4874,-219,4,12,17,9
Прежний уровень,стандарт,нет,4,789,0.94,Техника для красоты и здоровья,4,4934,-445,6,10,14,15
Прежний уровень,стандарт,да,4,661,0.17,Мелкая бытовая техника и электроника,5,4959,-324,7,6,19,16
Прежний уровень,стандарт,нет,4,478,0.21,Товары для детей,5,5355,-163,6,12,13,18
Прежний уровень,стандарт,да,4,356,0.15,Кухонная посуда,3,5171,-71,4,6,12,20
Прежний уровень,стандарт,да,5,592,0.21,Домашний текстиль,2,5341,77,9,8,13,17
Прежний уровень,стандарт,да,6,876,0.17,Товары для детей,3,4754,-549,5,8,12,11
Прежний уровень,стандарт,нет,4,234,0.25,Косметика и аксесуары,4,4416,-497,5,8,16,11
Прежний уровень,стандарт,да,5,356,0.17,Товары для детей,3,4819,103,3,13,9,20
Прежний уровень,премиум,да,4,435,0.24,Домашний текстиль,5,5094,141,7,10,10,17
Прежний уровень,стандарт,нет,5,440,0.12,Мелкая бытовая техника и электроника,4,5000,39,4,10,15,12
Прежний уровень,стандарт,да,4,475,0.3,Домашний текстиль,4,4625,142,5,12,21,16
Прежний уровень,премиум,да,5,723,0.15,Техника для красоты и здоровья,5,4603,517,2,11,17,14
Прежний уровень,стандарт,да,4,199,0.94,Товары для детей,4,4471,-417,6,4,11,14
Прежний уровень,стандарт,нет,6,1010,0.15,Товары для детей,3,4935,-331,6,3,19,15
Прежний уровень,стандарт,да,4,265,0.95,Техника для красоты и здоровья,5,5223,-330,1,12,9,15
Прежний уровень,стандарт,да,5,1000,0.17,Мелкая бытовая техника и электроника,4,4974,12,4,5,21,15
Прежний уровень,стандарт,да,5,471,0.25,Домашний текстиль,3,5363,-1,4,8,17,19
Прежний уровень,стандарт,да,5,378,0.17,Товары для детей,5,5158,-7,2,13,14,18
Прежний уровень,стандарт,нет,4,596,0.15,Товары для детей,3,5374,-173,9,15,16,13
Прежний уровень,премиум,да,6,776,0.18,Товары для детей,5,4690,176,6,13,22,13
Прежний уровень,стандарт,да,4,436,0.21,Мелкая бытовая техника и электроника,4,5663,684,6,9,21,17
Прежний уровень,стандарт,да,5,713,0.24,Мелкая бытовая техника и электроника,4,4986,-179,7,12,15,20
Прежний уровень,стандарт,да,4,646,0.16,Техника для красоты и здоровья,6,4365,-636,6,8,12,13
Прежний уровень,премиум,нет,5,424,0.3,Домашний текстиль,4,5395,-357,9,11,22,16
Прежний уровень,премиум,да,5,425,0.25,Товары для детей,4,5568,86,1,11,14,16
Прежний уровень,премиум,да,5,939,0.11,Домашний текстиль,6,4465,128,7,12,23,21
Прежний уровень,стандарт,да,5,602,0.23,Товары для детей,2,4775,55,8,9,15,17
Прежний уровень,стандарт,да,6,847,0.11,Мелкая бытовая техника и электроника,5,5233,4,5,4,16,14
Прежний уровень,премиум,да,5,1032,0.95,Мелкая бытовая техника и электроника,3,4828,-463,2,11,14,11
Прежний уровень,стандарт,нет,4,380,0.16,Товары для детей,3,4944,119,3,5,14,11
Прежний уровень,стандарт,да,5,536,0.16,Домашний текстиль,6,4604,-133,4,11,20,12
Прежний уровень,премиум,да,5,784,0.17,Товары для детей,6,4995,334,2,8,18,15
Прежний уровень,премиум,да,5,485,0.23,Мелкая бытовая техника и электроника,3,4486,215,7,13,11,20
Прежний уровень,стандарт,нет,6,121,0.24,Товары для детей,5,4745,-749,0,14,17,8
Прежний уровень,стандарт,да,5,889,0.28,Техника для красоты и здоровья,3,4974,-493,4,11,19,11
Прежний уровень,стандарт,да,6,606,0.25,Косметика и аксесуары,3,4536,-328,1,9,17,12
Прежний уровень,премиум,да,4,302,0.95,Товары для детей,3,5267,334,2,6,18,13
Прежний уровень,стандарт,да,5,726,0.25,Мелкая бытовая техника и электроника,3,4654,-223,6,12,17,15
Прежний уровень,стандарт,да,4,280,0.17,Домашний текстиль,6,4519,-423,6,4,19,20
Прежний уровень,премиум,да,4,993,0.17,Домашний текстиль,4,4820,-349,9,8,12,12
Прежний уровень,стандарт,да,4,205,0.17,Техника для красоты и здоровья,4,4835,-509,8,17,12,16
Прежний уровень,стандарт,нет,3,712,0.13,Домашний текстиль,4,4522,288,7,8,14,19
Прежний уровень,стандарт,да,4,513,0.3,Косметика и аксесуары,5,4972,-51,3,9,15,16
Прежний уровень,стандарт,да,5,595,0.15,Кухонная посуда,2,4894,-547,1,11,16,12
Прежний уровень,стандарт,да,6,509,0.26,Техника для красоты и здоровья,2,4712,-542,2,16,18,14
Прежний уровень,стандарт,да,3,540,0.24,Товары для детей,4,5415,106,5,10,12,17
Прежний уровень,стандарт,да,4,275,0.17,Товары для детей,3,5143,-147,4,13,12,18
Прежний уровень,премиум,да,4,844,0.24,Товары для детей,3,4917,-88,8,18,14,17
Прежний уровень,стандарт,нет,4,788,0.23,Товары для детей,3,4884,-88,4,7,5,9
Прежний уровень,премиум,да,5,724,0.15,Косметика и аксесуары,5,4470,-235,6,9,17,16
Прежний уровень,премиум,да,6,190,0.3,Домашний текстиль,5,4341,-586,5,11,18,11
Прежний уровень,стандарт,да,5,785,0.24,Мелкая бытовая техника и электроника,2,4853,209,6,13,10,21
Прежний уровень,стандарт,нет,3,517,0.25,Товары для детей,3,4648,-720,1,9,8,18
Прежний уровень,стандарт,нет,5,460,0.2,Техника для красоты и здоровья,2,5376,-232,5,6,14,13
Прежний уровень,стандарт,да,6,627,0.13,Мелкая бытовая техника и электроника,2,4644,-456,1,13,8,16
Прежний уровень,стандарт,да,3,703,0.3,Мелкая бытовая техника и электроника,5,4795,318,6,6,13,21
Прежний уровень,стандарт,нет,4,136,0.3,Мелкая бытовая техника и электроника,3,4485,86,3,10,14,20
Прежний уровень,стандарт,да,4,907,0.13,Косметика и аксесуары,3,4837,672,8,4,20,13
Прежний уровень,стандарт,нет,5,322,0.17,Домашний текстиль,3,5029,-74,6,6,6,21
Прежний уровень,премиум,да,6,423,0.28,Мелкая бытовая техника и электроника,5,4694,285,6,15,14,22
Прежний уровень,стандарт,да,5,307,0.99,Техника для красоты и здоровья,4,4351,-860,6,9,9,18
Прежний уровень,стандарт,да,5,433,0.91,Техника для красоты и здоровья,4,5160,-299,0,7,20,15
Прежний уровень,премиум,да,6,953,0.24,Домашний текстиль,4,5171,-220,4,14,14,12
Прежний уровень,премиум,да,3,964,0.14,Домашний текстиль,4,5315,-243,8,6,13,12
Прежний уровень,стандарт,да,4,618,0.24,Техника для красоты и здоровья,3,4721,-721,7,3,13,16
Прежний уровень,стандарт,нет,6,372,0.16,Мелкая бытовая техника и электроника,3,4859,-190,6,10,7,10
Прежний уровень,премиум,да,4,972,0.18,Мелкая бытовая техника и электроника,3,5176,-556,6,5,22,12
Прежний уровень,стандарт,нет,5,238,0.11,Домашний текстиль,6,4825,18,6,11,14,16
Прежний уровень,стандарт,да,4,449,0.25,Товары для детей,4,4466,-286,3,13,15,18
Прежний уровень,премиум,да,4,929,0.14,Кухонная посуда,5,4946,409,6,7,22,19
Прежний уровень,стандарт,нет,5,511,0.13,Товары для детей,2,5510,283,7,12,12,15
Прежний уровень,стандарт,да,6,868,0.14,Товары для детей,3,5276,329,6,11,16,20
Прежний уровень,стандарт,нет,6,259,0.14,Мелкая бытовая техника и электроника,4,4867,-348,4,10,8,16
Прежний уровень,стандарт,да,6,739,0.28,Мелкая бытовая техника и электроника,3,5003,-130,6,9,11,14
Прежний уровень,стандарт,да,4,539,0.13,Косметика и аксесуары,3,5223,247,4,14,17,16
Прежний уровень,стандарт,да,4,237,0.95,Техника для красоты и здоровья,4,4845,-162,4,4,22,15
Прежний уровень,премиум,да,6,781,0.23,Косметика и аксесуары,3,4846,6,6,9,11,14
Прежний уровень,премиум,да,5,398,0.12,Товары для детей,2,4663,-213,3,15,5,13
Прежний уровень,стандарт,да,4,175,0.99,Техника для красоты и здоровья,4,5104,51,5,7,17,18
Прежний уровень,стандарт,да,3,290,0.15,Кухонная посуда,3,4794,-308,2,9,12,17
Прежний уровень,стандарт,да,5,739,0.17,Мелкая бытовая техника и электроника,5,5180,-217,4,4,15,18
Прежний уровень,премиум,да,6,985,0.24,Домашний текстиль,5,4410,-107,4,13,15,14
Прежний уровень,стандарт,да,4,564,0.28,Мелкая бытовая техника и электроника,3,5267,182,4,9,17,17
Прежний уровень,премиум,да,5,1008,0.28,Товары для детей,3,4765,-316,6,15,17,12
Прежний уровень,стандарт,да,4,999,0.23,Домашний текстиль,4,5616,372,4,10,22,23
Прежний уровень,стандарт,да,4,522,0.3,Товары для детей,5,5090,-17,8,11,18,23
Прежний уровень,премиум,да,4,1042,0.25,Товары для детей,2,4661,-659,6,10,17,17
Прежний уровень,стандарт,да,4,767,0.14,Домашний текстиль,2,4799,202,5,10,10,16
Прежний уровень,стандарт,да,4,404,0.23,Кухонная посуда,4,5105,291,5,8,18,20
Прежний уровень,стандарт,да,4,445,0.26,Техника для красоты и здоровья,3,4616,-513,3,8,16,17
